DATE,BAA10Y,DCOILWTICO_PCH,DCPN3M_CHG,DEXCAUS_PCH,DEXJPUS_PCH,DEXKOUS_PCH,DEXMXUS_PCH,DEXUSUK_PCH,DGS10_CHG,DJIA_PCH,DTWEXB_PCH,GOLDAMGBD228NLBM_PCH,NASDAQCOM_PCH,RU2000PR_PCH,SP500_PCH,T5YIE_CHG,T5YIFR_CHG,USD3MTD156N_CHG
2008-01-02,2.54,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,-0.3,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A
2008-01-03,2.57,-0.5,#N/A,-0.2,-0.1,0.0,-0.2,-0.5,0.00,,-0.2,2.9,-0.3,-1.1,,0.00,0.02,-0.03438
2008-01-04,2.59,-1.3,#N/A,0.8,-1.1,0.2,0.4,0.1,-0.03,,0.0,-0.8,-3.8,-3.1,,-0.03,0.01,-0.02625
2008-01-07,2.60,-2.9,-0.18,0.6,0.7,0.2,-0.1,-0.3,-0.02,,0.3,-0.1,-0.2,0.3,,-0.03,-0.03,-0.07687
2008-01-08,2.63,1.4,#N/A,-0.6,0.2,-0.1,-0.3,0.1,0.00,,-0.2,1.8,-2.4,-2.6,,-0.01,0.01,-0.03813
2008-01-09,2.67,-0.8,#N/A,1.0,0.1,-0.2,0.8,-0.8,-0.04,,0.3,1.7,1.4,1.0,,-0.05,-0.01,-0.06250
2008-01-10,2.73,-1.8,#N/A,0.6,0.0,0.0,-0.1,0.0,0.09,,-0.1,-1.5,0.6,1.1,,-0.04,-0.02,-0.06562
2008-01-11,2.77,-1.3,#N/A,0.6,-0.2,0.0,-0.3,0.1,-0.09,,-0.1,2.2,-2.0,-2.2,,0.03,0.03,-0.11938
2008-01-14,2.76,1.6,#N/A,0.1,-0.9,0.0,-0.1,0.0,-0.01,,-0.3,2.0,1.6,1.1,,0.04,0.00,-0.20250
2008-01-15,2.78,-2.5,#N/A,-0.4,-1.0,-0.2,0.0,0.4,-0.09,,-0.1,-0.7,-2.4,-2.1,,-0.03,0.01,-0.05750
2008-01-16,2.77,-1.2,#N/A,0.7,0.2,0.8,0.2,-0.2,0.02,,0.5,-2.6,-1.0,0.4,,-0.05,-0.01,-0.04625
2008-01-17,2.81,-0.8,#N/A,0.5,-0.2,0.3,0.0,0.5,-0.08,,0.0,0.1,-2.0,-2.8,,-0.05,0.03,-0.02500
2008-01-18,2.87,0.5,#N/A,0.0,-0.2,0.0,0.0,-1.1,0.00,,0.3,-1.0,-0.3,-1.1,,-0.02,0.04,-0.03250
2008-01-21,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.0,0.2,#N/A,#N/A,,#N/A,#N/A,-0.04625
2008-01-22,2.98,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,-0.1,-1.4,#N/A,#N/A,,#N/A,#N/A,-0.13000
2008-01-23,2.95,-2.2,#N/A,0.3,-1.3,0.7,0.2,-0.3,-0.01,,0.1,3.0,1.1,3.3,,-0.05,-0.03,-0.38625
2008-01-24,2.95,2.7,-0.02,-2.1,1.2,-0.5,-0.6,1.1,0.17,,-0.7,0.4,1.9,-0.1,,0.07,0.01,-0.08750
2008-01-25,2.95,0.4,#N/A,-0.3,0.6,0.0,-0.2,0.3,-0.07,,0.0,3.3,-1.5,-0.6,,0.06,0.00,0.06250
2008-01-28,2.97,0.7,#N/A,0.0,-0.6,0.1,0.0,0.3,0.00,,-0.3,-0.5,1.0,2.0,,0.00,0.02,-0.05500
2008-01-29,2.94,0.7,0.10,-0.6,0.4,-0.8,-0.3,0.0,0.08,,-0.1,1.2,0.3,0.4,,0.05,0.03,-0.00750
2008-01-30,2.94,0.7,-0.03,-0.4,0.2,0.4,-0.1,0.1,0.09,,-0.1,-0.4,-0.4,-1.4,,0.02,0.00,-0.00437
2008-01-31,2.96,-0.7,-0.15,0.8,-0.5,-0.2,-0.1,0.1,-0.11,,-0.1,0.0,1.7,2.6,,0.03,-0.01,-0.12750
2008-02-01,2.98,-2.9,0.00,-0.8,-0.4,0.1,-0.1,-1.0,-0.05,,-0.2,1.0,1.0,2.4,,-0.06,0.00,-0.01688
2008-02-04,2.98,1.2,0.11,-0.1,0.4,-0.3,-0.2,0.5,0.06,,0.0,-3.6,-1.3,-1.0,,-0.05,0.03,0.05000
2008-02-05,3.01,-1.9,-0.01,1.2,0.2,0.2,0.3,-0.8,-0.07,,0.6,-1.1,-3.1,-3.0,,-0.06,0.00,0.01688
2008-02-06,3.05,-1.3,-0.08,-0.2,-0.2,-0.2,-0.1,-0.1,0.00,,-0.1,0.3,-1.3,-1.3,,-0.02,-0.02,-0.03438
2008-02-07,3.06,1.0,-0.07,0.9,0.1,0.0,-0.2,-0.9,0.13,,0.4,1.8,0.6,1.5,,0.03,0.01,-0.03125
2008-02-08,3.09,4.2,0.10,-1.2,0.5,0.4,-0.3,0.3,-0.10,,-0.2,0.6,0.5,-0.5,,0.03,-0.01,-0.00812
2008-02-11,3.09,2.0,#N/A,0.2,-0.7,0.0,0.1,0.1,-0.02,,0.0,1.3,0.7,0.1,,0.03,0.01,-0.01813
2008-02-12,3.11,-0.8,#N/A,-0.5,0.7,-0.1,-0.2,0.7,0.04,,-0.3,-0.6,0.0,0.8,,0.01,-0.01,-0.00250
2008-02-13,3.11,0.5,#N/A,0.3,0.7,0.1,0.0,0.0,0.04,,0.2,-1.6,2.3,2.3,,-0.03,-0.01,-0.00250
2008-02-14,3.10,2.3,#N/A,-0.3,-0.2,-0.1,0.0,0.5,0.15,,-0.2,0.6,-1.7,-2.3,,0.00,0.00,0.00000
2008-02-15,3.14,0.2,#N/A,0.5,-0.3,0.0,0.2,-0.5,-0.09,,0.0,-0.1,-0.5,-0.5,,0.05,-0.05,0.00500
2008-02-18,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.0,-0.5,#N/A,#N/A,,#N/A,#N/A,0.00000
2008-02-19,3.07,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.0,1.3,#N/A,#N/A,,#N/A,#N/A,0.00000
2008-02-20,3.03,0.9,#N/A,0.3,0.4,0.4,0.5,-0.5,0.04,,0.3,0.9,0.9,1.1,,0.10,0.00,0.00813
2008-02-21,3.10,-2.3,#N/A,-1.0,-0.3,0.1,0.0,1.1,-0.16,,-0.5,2.0,-1.2,-1.9,,-0.08,0.00,0.01437
2008-02-22,3.12,0.5,#N/A,0.7,-0.6,0.0,-0.2,0.3,0.02,,0.0,0.3,0.2,-0.1,,0.00,0.02,-0.01250
2008-02-25,3.08,0.4,#N/A,-1.7,0.8,0.0,0.2,0.0,0.12,,-0.1,0.2,1.0,2.2,,0.10,-0.04,0.00938
2008-02-26,3.10,1.4,#N/A,-1.2,-0.1,-0.2,-0.6,0.4,-0.03,,-0.4,-1.4,0.8,1.0,,0.05,0.07,0.00062
2008-02-27,3.11,-1.2,#N/A,-0.9,-1.3,-0.9,0.0,0.9,-0.03,,-0.8,2.6,0.4,-0.1,,0.00,-0.02,-0.00500
2008-02-28,3.17,3.0,#N/A,-0.6,-0.7,-0.1,-0.6,-0.2,-0.14,,-0.3,-0.2,-0.9,-1.5,,0.02,0.02,-0.00937
2008-02-29,3.22,-0.8,-0.07,0.8,-1.4,0.6,0.5,-0.1,-0.18,,0.1,1.3,-2.6,-2.8,,-0.04,0.00,-0.01813
2008-03-03,3.22,0.6,0.14,0.7,-0.6,0.5,-0.2,-0.1,0.01,,0.1,1.0,-0.6,-0.3,,-0.01,0.07,-0.04312
2008-03-04,3.19,-2.6,-0.05,0.9,-0.9,0.0,0.2,0.0,0.09,,0.0,0.4,0.1,-0.5,,0.04,0.00,-0.00625
2008-03-05,3.26,4.7,#N/A,-0.6,1.3,0.1,-0.1,0.4,0.07,,-0.2,-1.6,0.6,0.4,,0.03,0.09,-0.00813
2008-03-06,3.35,1.0,#N/A,-0.5,-0.9,0.5,0.6,0.7,-0.08,,-0.2,2.1,-2.3,-3.1,,0.01,0.01,-0.01000
2008-03-07,3.39,-0.4,0.00,0.7,-0.4,0.4,0.7,0.3,-0.06,,0.2,-0.8,-0.4,-0.4,,0.00,0.00,-0.05125
2008-03-10,3.43,2.6,-0.06,0.6,-0.9,1.0,0.0,0.2,-0.10,,0.0,-0.5,-2.0,-2.4,,-0.01,0.03,-0.03750
2008-03-11,3.39,0.8,0.01,-0.2,1.1,0.0,-0.5,-0.6,0.14,,0.0,0.8,4.0,4.6,,0.05,-0.07,-0.03375
2008-03-12,3.39,1.0,#N/A,-0.6,-0.5,0.3,-0.1,0.8,-0.11,,-0.5,-0.5,-0.5,-1.0,,-0.04,0.02,-0.01750
2008-03-13,3.39,0.3,#N/A,-0.5,-1.8,1.3,0.0,0.5,0.07,,-0.4,1.3,0.9,1.9,,0.01,-0.07,-0.05000
2008-03-14,3.42,-0.2,#N/A,0.3,-0.4,1.5,-0.1,-0.1,-0.12,,0.0,0.9,-2.3,-2.5,,-0.13,-0.03,-0.03625
2008-03-17,3.50,-3.9,#N/A,1.1,-3.3,2.4,0.2,-1.4,-0.10,,-0.1,2.7,-1.6,-1.9,,-0.15,-0.13,-0.18500
2008-03-18,3.39,3.6,#N/A,-0.4,1.4,-1.3,-0.6,1.0,0.14,,-0.2,-1.7,4.2,4.8,,0.11,0.11,-0.03687
2008-03-19,3.44,-5.8,#N/A,0.9,1.1,0.0,-0.2,-1.8,-0.10,,0.5,-1.0,-2.6,-2.6,,-0.07,-0.05,0.05687
2008-03-20,3.42,-0.7,#N/A,2.4,-0.6,0.1,0.2,-0.2,-0.04,,0.8,-8.2,2.2,2.6,,0.00,-0.04,0.00750
2008-03-21,#N/A,#N/A,#N/A,-0.3,0.6,-0.7,-0.1,0.0,#N/A,,-0.1,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A
2008-03-24,3.34,#N/A,#N/A,-0.4,1.4,-0.8,-0.4,0.1,#N/A,,0.1,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A
2008-03-25,3.39,0.1,#N/A,-0.3,-0.7,-1.8,0.1,0.7,-0.05,,-0.5,#N/A,0.6,0.6,,-0.04,-0.08,#N/A
2008-03-26,3.41,4.0,0.00,0.0,-0.9,1.8,0.1,0.1,0.00,,-0.3,1.6,-0.7,-0.4,,0.00,0.02,0.01625
2008-03-27,3.41,1.6,0.02,-0.3,0.8,-0.3,0.0,0.4,0.05,,-0.1,0.3,-1.9,-1.4,,0.08,0.04,0.02500
2008-03-28,3.47,-1.8,-0.01,0.3,-0.2,0.2,0.0,-1.0,-0.09,,0.2,-0.4,-0.9,-1.3,,0.00,0.02,0.00125
2008-03-31,3.45,-3.8,-0.04,0.9,0.1,-0.4,-0.6,-0.2,-0.02,,0.0,-0.8,0.8,0.7,,-0.02,0.02,-0.00937
2008-04-01,3.43,-0.6,-0.03,-0.1,1.9,-1.0,-0.3,-0.4,0.12,,0.4,-4.3,3.7,3.3,,0.02,0.00,-0.00438
2008-04-02,3.40,3.9,0.03,-0.9,1.0,-0.3,-0.5,0.3,0.03,,-0.1,-0.4,-0.1,0.2,,0.00,-0.02,0.01625
2008-04-03,3.38,-0.9,-0.18,-0.9,-0.5,0.2,0.1,0.7,0.01,,-0.2,0.5,0.1,0.2,,0.00,-0.02,0.02750
2008-04-04,3.40,2.1,0.10,0.1,-0.5,-0.4,0.0,-0.1,-0.11,,-0.2,0.8,0.3,0.0,,-0.03,0.01,0.00000
2008-04-07,3.37,2.7,-0.02,0.2,0.9,0.1,-0.2,-0.5,0.07,,0.1,1.0,-0.3,-0.1,,0.05,-0.01,-0.01750
2008-04-08,3.37,-0.3,0.10,0.4,-0.1,0.1,0.2,-0.8,0.01,,0.1,0.7,-0.7,-0.1,,-0.04,0.00,0.00000
2008-04-09,3.38,2.2,-0.01,0.4,-0.7,0.0,0.0,0.2,-0.09,,-0.2,-1.5,-1.1,-1.9,,-0.02,-0.02,0.00563
2008-04-10,3.35,-0.7,#N/A,-0.1,-0.1,-0.1,-0.1,0.1,0.06,,-0.1,3.0,1.3,1.3,,0.02,-0.04,-0.00563
2008-04-11,3.38,0.1,#N/A,0.4,-0.6,0.1,-0.2,-0.2,-0.06,,0.0,-0.9,-2.6,-2.7,,-0.02,0.04,0.00313
2008-04-14,3.39,1.4,#N/A,-0.1,-0.2,0.4,-0.5,0.6,0.04,,-0.2,-0.8,-0.6,-0.3,,0.00,0.00,-0.00438
2008-04-15,3.39,1.8,#N/A,-0.3,0.5,1.2,0.0,-1.0,0.07,,0.1,1.5,0.4,0.9,,0.03,0.01,0.00719
2008-04-16,3.39,0.9,#N/A,-1.6,0.1,-0.2,-0.2,0.7,0.12,,-0.6,0.1,2.8,3.1,,0.02,-0.04,0.01781
2008-04-17,3.34,0.0,#N/A,0.9,0.8,0.3,0.2,0.8,0.03,,0.2,2.0,-0.4,-0.8,,0.00,0.00,0.08375
2008-04-18,3.26,1.5,#N/A,-0.2,2.3,0.8,-0.2,0.3,0.02,,0.5,-1.0,2.6,1.8,,0.02,0.00,0.09000
2008-04-21,3.22,0.8,#N/A,-0.2,-1.1,-0.3,0.6,-0.8,-0.02,,-0.3,-2.8,0.2,-0.4,,0.01,-0.03,0.01250
2008-04-22,3.21,1.4,-0.03,-0.3,-0.7,-0.1,-0.1,0.9,-0.01,,-0.4,0.5,-1.3,-2.0,,-0.01,0.01,0.00000
2008-04-23,3.18,0.1,0.06,1.6,0.8,-0.6,-0.2,-1.0,0.03,,0.4,-0.5,1.2,0.6,,0.01,0.03,0.00000
2008-04-24,3.13,-1.8,-0.07,-0.6,0.6,0.5,-0.3,-0.4,0.10,,0.4,-1.7,1.0,1.3,,0.01,-0.05,-0.01312
2008-04-25,3.14,2.2,#N/A,0.3,0.0,-0.2,0.1,0.6,0.04,,0.1,-1.9,-0.2,0.7,,0.05,-0.05,0.00562
2008-04-28,3.11,-0.7,#N/A,0.0,0.1,0.2,-0.2,0.4,-0.05,,-0.1,1.0,0.1,0.5,,-0.01,-0.01,-0.01312
2008-04-29,3.11,-2.6,#N/A,-0.3,-0.9,0.5,0.9,-0.8,-0.01,,0.1,-0.7,0.1,-0.9,,-0.01,-0.01,-0.02657
2008-04-30,3.10,-1.7,#N/A,-0.4,1.1,0.3,-0.2,0.5,-0.08,,0.0,-2.1,-0.5,-0.4,,-0.03,-0.01,-0.02281
2008-05-01,3.04,-1.0,#N/A,0.9,-0.5,-0.1,-0.2,-0.5,0.01,,0.2,-0.5,2.8,1.9,,0.01,-0.03,-0.06562
2008-05-02,2.97,3.3,-0.01,0.0,1.2,0.5,-0.3,0.0,0.11,,0.1,-1.1,-0.1,-0.5,,0.05,0.15,-0.01438
2008-05-05,3.01,3.1,#N/A,-0.6,-0.2,-0.1,0.1,-0.4,-0.01,,-0.2,#N/A,-0.5,-0.2,,-0.03,0.01,#N/A
2008-05-06,3.01,1.6,#N/A,-0.9,-0.6,0.7,0.2,0.3,0.05,,-0.2,#N/A,0.8,0.8,,0.02,0.04,#N/A
2008-05-07,3.05,1.4,#N/A,-0.2,0.7,1.5,0.5,-1.1,-0.06,,0.5,-0.5,-1.8,-1.9,,-0.02,-0.02,-0.02312
2008-05-08,3.08,0.2,#N/A,1.3,-1.3,1.0,-0.1,0.1,-0.08,,0.1,-0.2,0.5,0.5,,0.01,-0.01,-0.01875
2008-05-09,3.07,1.8,#N/A,-0.9,-0.8,0.3,0.3,-0.3,-0.02,,-0.2,1.7,-0.2,0.1,,0.02,0.02,-0.03063
2008-05-12,3.06,-1.5,#N/A,-0.2,0.8,-0.1,-0.8,0.7,0.01,,-0.2,-0.5,1.8,1.8,,-0.02,0.00,-0.00687
2008-05-13,3.04,1.5,#N/A,-0.4,0.6,0.4,0.0,-0.7,0.12,,0.1,-0.6,0.3,0.5,,0.02,0.02,-0.00250
2008-05-14,3.06,-1.3,#N/A,0.2,0.8,0.0,0.0,-0.1,0.02,,0.3,-1.6,0.1,-0.1,,0.04,0.04,0.04437
2008-05-15,3.08,0.0,#N/A,-0.2,-0.6,-0.4,-0.2,0.2,-0.09,,-0.2,0.4,1.5,1.0,,-0.01,0.01,-0.00125
2008-05-16,3.06,1.8,#N/A,-0.3,-0.7,-0.6,-0.4,0.5,0.02,,-0.4,2.2,-0.2,-0.3,,0.02,0.00,-0.02375
2008-05-19,3.07,0.5,#N/A,-0.5,0.7,0.4,-0.5,-0.6,-0.02,,0.0,2.7,-0.5,-0.4,,0.03,0.03,-0.01750
2008-05-20,3.08,1.4,#N/A,0.1,-0.9,0.6,0.2,1.2,-0.05,,-0.3,-0.2,-0.9,-0.4,,0.02,-0.02,-0.02000
2008-05-21,3.08,3.1,0.00,-0.9,-0.3,-0.8,-0.3,-0.2,0.03,,-0.4,2.0,-1.8,-1.2,,0.05,0.03,-0.01937
2008-05-22,3.06,-2.2,0.00,0.2,0.7,0.5,0.2,0.6,0.11,,0.2,0.4,0.7,0.8,,0.00,0.00,0.00000
2008-05-23,3.06,1.2,0.01,0.2,-0.8,0.1,0.1,0.2,-0.07,,-0.1,-0.6,-0.8,-1.2,,-0.05,0.01,0.00750
2008-05-26,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.0,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A
2008-05-27,3.08,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,,0.3,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A
2008-05-28,3.03,1.7,0.05,-0.2,0.7,-0.7,-0.5,0.3,0.10,,0.1,-3.4,0.2,0.6,,-0.01,-0.03,0.00500
2008-05-29,3.04,-3.3,-0.03,-0.4,0.8,-0.3,-0.4,-0.2,0.05,,0.1,0.1,0.9,1.0,,0.01,0.01,0.03250
2008-05-30,3.00,0.5,-0.03,0.7,-0.1,-0.1,0.2,0.2,-0.02,,0.0,-1.5,0.6,0.4,,0.00,0.04,-0.00125
2008-06-02,3.05,0.3,0.10,0.7,-1.0,-0.6,0.1,-0.6,-0.08,,0.0,1.3,-1.2,-1.0,,0.00,-0.02,-0.00438
2008-06-03,3.03,-2.7,0.05,0.4,0.8,-0.5,-0.5,-0.1,-0.06,,0.2,0.5,-0.4,-0.3,,-0.04,-0.08,-0.00312
2008-06-04,3.04,-1.6,-0.05,0.9,-0.3,0.2,0.3,-0.5,0.06,,0.3,-2.0,0.9,0.6,,-0.04,0.00,-0.00125
2008-06-05,3.01,4.6,#N/A,0.5,1.0,0.4,-0.1,0.1,0.08,#N/A,0.0,-0.5,1.9,2.6,#N/A,0.05,0.03,0.00500
2008-06-06,3.04,8.3,#N/A,-0.1,-0.6,0.7,0.5,0.7,-0.12,-3.1,-0.3,1.2,-3.0,-3.0,-3.1,0.08,0.00,0.01875
2008-06-09,2.94,-2.9,0.00,0.4,0.7,0.1,0.0,0.3,0.08,0.6,0.1,2.3,-0.6,-0.7,0.1,0.03,-0.01,-0.00438
2008-06-10,2.94,-2.3,#N/A,0.2,1.1,-0.4,0.2,-1.1,0.09,0.1,0.6,-2.2,-0.4,-0.4,-0.2,0.00,0.02,0.09500
2008-06-11,2.97,3.8,#N/A,-0.7,-0.4,0.3,0.5,0.5,-0.01,-1.7,-0.3,-1.2,-2.2,-2.0,-1.7,0.03,-0.05,0.00188
2008-06-12,2.90,0.4,0.06,0.6,1.1,0.3,-0.5,-0.9,0.13,0.5,0.4,-0.3,0.4,0.3,0.3,0.03,0.01,-0.01188
2008-06-13,2.90,-1.5,#N/A,0.5,0.0,1.0,-0.2,0.1,0.04,1.4,0.2,-0.8,2.1,1.9,1.5,0.02,-0.02,0.03750
2008-06-16,2.92,-0.2,#N/A,-0.7,0.3,-0.5,-0.3,0.7,-0.02,-0.3,-0.4,0.9,0.8,1.0,0.0,0.02,-0.04,-0.00125
2008-06-17,2.94,-0.4,-0.01,-0.1,-0.1,-1.6,-0.2,-0.5,-0.02,-0.9,-0.2,1.3,-0.7,-0.6,-0.7,-0.03,0.01,-0.00375
2008-06-18,2.95,1.9,0.02,-0.1,0.0,0.7,-0.2,0.1,-0.07,-1.1,0.0,0.1,-1.1,-0.8,-1.0,0.02,-0.02,-0.00625
2008-06-19,2.92,-3.4,0.05,-0.5,-0.1,-0.1,0.2,0.8,0.06,0.3,-0.1,1.0,1.3,1.0,0.4,-0.02,0.00,-0.00125
2008-06-20,2.95,2.2,-0.01,0.4,-0.5,0.3,-0.4,0.0,-0.06,-1.8,-0.2,0.8,-2.3,-1.6,-1.9,-0.02,-0.04,0.00063
2008-06-23,2.93,0.9,0.02,-0.1,0.4,0.5,0.2,-0.6,0.03,0.0,0.3,0.6,-0.8,-0.8,0.0,0.03,-0.03,0.00250
2008-06-24,2.98,0.4,#N/A,-0.3,-0.1,-0.4,0.0,0.5,-0.09,-0.3,-0.3,-1.9,-0.7,-1.7,-0.3,0.01,0.03,0.00500
2008-06-25,2.96,-1.9,#N/A,0.0,0.5,0.2,0.0,-0.2,0.02,0.0,0.1,-0.1,1.4,1.2,0.6,0.00,0.02,-0.00125
2008-06-26,3.00,3.7,0.03,-0.1,-0.9,0.7,-0.2,1.0,-0.05,-3.0,-0.4,0.6,-3.3,-2.5,-2.9,0.07,0.03,-0.00750
2008-06-27,3.04,0.6,0.03,0.0,-0.9,0.0,0.3,0.3,-0.08,-0.9,0.0,3.4,-0.2,0.0,-0.4,-0.02,0.00,-0.00938
2008-06-30,3.05,0.2,-0.20,0.6,-0.1,0.5,0.0,-0.2,0.00,0.0,0.1,1.1,-1.0,-1.2,0.1,0.01,-0.01,-0.00812
2008-07-01,3.06,0.8,0.21,0.3,-0.4,0.4,0.8,0.1,0.02,0.3,0.1,-0.3,0.5,0.3,0.4,0.03,-0.01,0.00437
2008-07-02,3.05,1.9,0.03,-0.9,0.1,-1.3,-0.1,0.0,-0.02,-1.5,-0.4,0.7,-2.3,-2.8,-1.8,0.04,0.04,0.00375
2008-07-03,3.08,1.1,#N/A,0.8,0.9,0.8,0.0,-0.5,0.00,0.7,0.4,0.4,-0.3,-1.0,0.1,0.02,0.00,0.00000
2008-07-04,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,-1.0,#N/A,#N/A,#N/A,#N/A,#N/A,-0.00187
2008-07-07,3.10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.1,-1.0,#N/A,#N/A,#N/A,#N/A,#N/A,0.00187
2008-07-08,3.11,-3.8,#N/A,0.3,-0.2,-1.7,0.2,-0.1,-0.04,1.4,0.0,0.9,2.3,3.7,1.7,-0.11,-0.01,-0.00125
2008-07-09,3.14,-0.1,#N/A,-1.0,-0.2,-2.6,-0.3,0.6,-0.06,-2.1,-0.5,-0.6,-2.6,-2.8,-2.3,0.02,-0.02,0.00188
2008-07-10,3.17,4.1,#N/A,0.0,-0.1,-0.2,0.0,-0.2,-0.02,0.7,0.0,0.8,1.0,1.0,0.7,0.03,-0.09,-0.00375
2008-07-11,3.15,2.5,#N/A,-0.1,-0.8,0.2,0.0,0.6,0.13,-1.1,-0.3,2.0,-0.8,0.7,-1.1,0.03,0.07,0.00250
2008-07-14,3.16,0.1,#N/A,-0.3,0.0,0.3,-0.1,0.2,-0.06,-0.4,-0.1,0.9,-1.2,-1.5,-0.9,-0.02,0.00,0.00000
2008-07-15,3.22,-4.5,#N/A,-0.4,-1.3,0.2,0.3,0.6,-0.03,-0.8,-0.3,2.5,0.1,-0.3,-1.1,-0.03,0.03,-0.00125
2008-07-16,3.24,-2.9,-0.01,0.0,-0.1,0.0,-0.6,-0.2,0.10,2.5,0.0,-0.8,3.1,3.7,2.5,0.01,0.03,-0.00438
2008-07-17,3.20,-3.9,0.02,0.0,1.1,0.4,-0.3,0.2,0.10,1.8,0.0,-1.0,1.2,1.4,1.2,-0.02,-0.02,0.00125
2008-07-18,3.17,-0.4,0.00,0.3,0.9,0.2,-0.2,-0.3,0.04,0.4,0.1,-0.3,-1.3,-0.5,0.0,-0.04,0.02,0.00438
2008-07-21,3.18,1.9,#N/A,-0.3,0.0,0.4,-0.3,0.0,-0.02,-0.3,0.0,0.5,-0.1,0.7,-0.1,-0.03,-0.03,0.00875
2008-07-22,3.13,-3.2,#N/A,0.6,0.3,-0.3,-0.4,-0.2,0.05,1.2,0.2,0.7,1.1,2.8,1.3,-0.05,0.05,-0.00313
2008-07-23,3.14,-2.8,#N/A,0.0,0.5,-0.5,-0.8,0.4,0.02,0.3,0.1,-3.9,1.0,0.3,0.4,-0.13,-0.01,0.00375
2008-07-24,3.19,0.7,#N/A,0.3,-0.1,-0.2,-0.2,-0.9,-0.13,-2.4,0.1,-0.7,-2.0,-2.3,-2.3,-0.01,-0.03,-0.00500
2008-07-25,3.17,-1.6,#N/A,0.5,0.3,0.0,0.0,0.2,0.10,0.2,0.0,0.5,1.3,1.1,0.4,-0.04,0.04,-0.00187
2008-07-28,3.16,1.7,#N/A,0.5,-0.4,-0.1,0.5,0.3,-0.07,-2.1,0.1,-0.3,-2.0,-2.0,-1.9,0.01,0.03,0.00312
2008-07-29,3.13,-2.0,#N/A,0.4,0.7,0.0,-0.1,-0.7,0.03,2.4,0.4,-0.1,2.4,2.6,2.3,-0.07,0.01,0.00250
2008-07-30,3.17,3.7,#N/A,-0.2,0.0,0.6,-0.3,0.0,-0.02,1.6,0.0,-1.6,0.4,0.6,1.7,0.04,0.02,0.00188
2008-07-31,3.22,-2.0,#N/A,0.2,-0.1,-0.1,0.0,0.0,-0.08,-1.8,0.0,-0.2,-0.2,-0.6,-1.3,-0.06,0.02,-0.00938
2008-08-01,3.21,0.7,#N/A,-0.1,-0.5,0.4,-0.6,-0.3,-0.02,-0.5,0.0,-0.3,-0.6,0.2,-0.6,0.01,-0.01,0.00313
2008-08-04,3.22,-2.9,#N/A,1.0,0.6,0.1,-0.4,-0.7,0.01,-0.4,0.2,0.1,-1.1,-1.7,-0.9,-0.03,0.03,0.00375
2008-08-05,3.20,-2.3,#N/A,0.7,0.0,0.0,-0.2,-0.4,0.06,2.9,0.3,-2.9,2.8,2.4,2.9,-0.04,-0.04,0.00375
2008-08-06,3.24,-0.1,#N/A,0.4,1.1,-0.1,0.4,-0.3,0.02,0.3,0.3,0.1,1.2,0.7,0.3,-0.02,-0.04,0.00062
2008-08-07,3.25,1.1,#N/A,0.4,0.0,0.0,0.6,-0.2,-0.14,-1.9,0.3,-0.3,-1.0,-1.7,-1.8,0.01,-0.07,0.00000
2008-08-08,3.23,-3.7,#N/A,1.6,0.6,1.2,1.2,-1.3,0.02,2.6,1.1,-2.0,2.5,2.9,2.4,-0.05,0.01,0.00125
2008-08-11,3.24,-0.8,#N/A,0.0,0.0,0.2,0.1,-0.3,0.05,0.4,0.1,-0.1,1.1,2.3,0.7,-0.03,-0.03,0.00000
2008-08-12,3.26,-1.2,-0.06,-0.3,-0.3,0.4,0.3,-0.7,-0.08,-1.2,0.2,-6.4,-0.4,-0.8,-1.2,-0.02,0.02,0.00063
2008-08-13,3.25,2.5,-0.01,0.2,-1.0,0.5,0.4,-1.7,0.03,-0.9,0.1,1.9,-0.1,0.4,-0.3,0.02,-0.02,0.00000
2008-08-14,3.26,-0.8,#N/A,-0.3,1.0,0.0,-0.4,0.2,-0.05,0.7,0.1,1.1,1.0,0.9,0.6,0.01,0.05,0.00250
2008-08-15,3.27,-1.4,#N/A,-0.1,0.7,0.0,0.4,-0.3,-0.05,0.4,0.4,-5.8,0.0,-0.1,0.4,-0.07,-0.01,0.00187
2008-08-18,3.26,-0.5,#N/A,-0.1,-0.4,0.3,-0.6,0.1,-0.02,-1.5,-0.1,1.6,-1.4,-1.5,-1.5,-0.03,-0.03,0.00125
