DATE,BAA10Y,DCOILWTICO_PCH,DCPN3M_CHG,DEXCAUS_PCH,DEXJPUS_PCH,DEXKOUS_PCH,DEXMXUS_PCH,DEXUSUK_PCH,DGS10_CHG,DJIA_PCH,DTWEXB_PCH,GOLDAMGBD228NLBM_PCH,NASDAQCOM_PCH,RU2000PR_PCH,SP500_PCH,T5YIE_CHG,T5YIFR_CHG,USD3MTD156N_CHG
2013-03-08,2.88,0.5,0.02,-0.3,1.1,0.2,-1.0,-0.7,0.06,0.5,0.1,-0.2,0.4,0.8,0.4,-0.04,0.04,-0.00050
2013-03-11,2.87,0.1,0.01,0.0,0.1,0.4,-0.8,-0.2,0.01,0.3,-0.1,0.0,0.3,0.0,0.3,0.10,-0.08,0.00000
2013-03-12,2.87,0.4,-0.04,-0.1,-0.2,0.1,-0.8,-0.1,-0.04,0.0,-0.2,0.3,-0.3,-0.2,-0.2,-0.01,-0.03,0.00100
2013-03-13,2.85,0.0,0.02,0.1,0.0,0.3,-0.4,0.3,0.01,0.0,0.1,0.6,0.1,0.4,0.1,0.02,0.00,-0.00100
2013-03-14,2.88,0.6,-0.01,-0.1,0.2,0.8,0.4,0.8,0.00,0.6,0.0,-0.4,0.4,1.0,0.6,0.02,0.00,0.00000
2013-03-15,2.89,0.5,0.00,-0.6,-0.9,0.3,-0.1,0.6,-0.03,-0.2,-0.3,0.5,-0.3,-0.1,-0.2,-0.01,-0.01,0.00000
2013-03-18,2.91,0.2,0.00,0.2,-0.4,0.3,0.0,-0.1,-0.05,-0.4,0.2,0.4,-0.4,-0.6,-0.6,-0.04,0.04,0.00000
2013-03-19,2.90,-1.4,-0.02,0.5,-0.1,-0.1,0.1,0.0,-0.04,0.0,0.2,0.2,-0.3,-0.5,-0.2,-0.01,-0.05,0.00200
2013-03-20,2.90,0.8,-0.02,0.0,0.7,0.2,-0.4,0.1,0.04,0.4,-0.1,0.6,0.8,1.0,0.7,0.00,0.00,0.00200
2013-03-21,2.90,-0.8,0.01,-0.3,-0.5,0.0,-0.3,0.3,-0.01,-0.6,-0.1,-0.2,-1.0,-0.8,-0.8,-0.03,0.01,0.00000
2013-03-22,2.90,1.0,-0.01,-0.1,-0.6,0.3,0.1,0.4,-0.02,0.6,-0.1,0.2,0.7,0.2,0.7,0.01,0.01,0.00050
2013-03-25,2.91,1.2,0.02,-0.1,-0.1,-0.7,-0.1,-0.4,0.00,-0.4,0.1,-0.6,-0.3,0.0,-0.3,0.01,-0.01,-0.00150
2013-03-26,2.91,1.5,-0.01,-0.5,-0.1,-0.3,-0.1,-0.2,-0.01,0.8,-0.1,-0.3,0.5,0.4,0.8,-0.03,0.03,0.00050
2013-03-27,2.93,0.6,-0.02,0.0,0.2,0.3,0.3,-0.3,-0.05,-0.2,0.2,-0.4,0.1,0.0,-0.1,0.01,-0.05,0.00000
2013-03-28,2.96,0.7,#N/A,-0.1,-0.4,0.2,-0.3,0.5,0.00,0.4,-0.2,0.7,0.3,0.1,0.4,0.02,-0.02,-0.00100
2013-03-29,#N/A,#N/A,#N/A,0.2,0.1,-0.1,-0.2,0.1,#N/A,#N/A,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-04-01,2.91,#N/A,#N/A,-0.1,-0.9,0.2,0.2,0.3,#N/A,#N/A,-0.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-04-02,2.91,0.1,0.01,-0.2,0.1,0.3,-0.5,-0.8,0.02,0.6,0.0,#N/A,0.5,-0.5,0.5,-0.01,0.01,#N/A
2013-04-03,2.91,-2.3,0.00,-0.1,-0.5,-0.1,0.4,0.2,-0.05,-0.8,0.0,-1.8,-1.1,-1.7,-1.1,-0.04,-0.02,-0.00100
2013-04-04,2.88,-1.9,0.00,0.0,3.4,0.6,0.1,0.4,-0.05,0.4,0.3,-1.5,0.2,0.8,0.4,-0.05,0.05,-0.00070
2013-04-05,2.82,-0.5,-0.01,0.5,0.8,1.2,-0.8,0.9,-0.06,-0.3,-0.3,0.5,-0.7,-0.3,-0.4,-0.03,-0.01,-0.00100
2013-04-08,2.82,0.6,0.01,0.1,2.1,0.3,-0.7,-0.5,0.04,0.3,0.1,1.6,0.6,0.9,0.6,0.04,-0.06,0.00000
2013-04-09,2.82,0.9,-0.03,-0.4,0.1,-0.1,-0.2,0.4,0.02,0.4,-0.3,-0.3,0.5,-0.2,0.4,-0.08,0.08,-0.00130
2013-04-10,2.83,0.4,0.02,-0.1,0.6,-0.3,-0.1,0.0,0.06,0.9,0.0,0.6,1.8,1.8,1.2,0.04,-0.06,-0.00100
2013-04-11,2.84,-1.2,-0.01,-0.4,-0.2,-0.6,-0.4,0.6,-0.02,0.4,-0.3,-1.6,0.1,0.1,0.4,0.02,0.04,0.00000
2013-04-12,2.82,-2.4,0.01,0.3,-0.4,0.0,0.2,-0.2,-0.07,0.0,0.1,-0.5,-0.2,-0.4,-0.3,-0.01,-0.07,0.00050
2013-04-15,2.82,-2.7,-0.01,0.7,-1.0,-0.9,0.7,-0.3,-0.03,-1.8,0.1,-8.5,-2.4,-3.8,-2.3,-0.09,0.05,0.00000
2013-04-16,2.81,0.0,0.02,0.2,-0.1,-0.4,-0.1,0.0,0.03,1.1,-0.1,-2.7,1.5,1.8,1.4,0.00,-0.02,-0.00050
2013-04-17,2.81,-2.3,-0.02,0.4,-0.1,0.6,0.6,-0.4,-0.02,-0.9,0.3,0.1,-1.8,-1.8,-1.4,-0.04,-0.02,-0.00100
2013-04-18,2.80,1.4,0.01,-0.1,0.5,-0.1,0.3,0.2,-0.01,-0.6,0.0,1.3,-1.2,-0.6,-0.7,0.02,-0.22,0.00000
2013-04-19,2.81,0.2,0.00,0.1,1.1,0.0,-0.3,-0.2,0.01,0.1,0.0,1.2,1.3,1.2,0.9,0.04,0.06,0.00000
2013-04-22,2.82,0.9,0.00,0.0,0.0,0.0,0.6,0.1,-0.01,0.1,0.1,0.8,0.9,0.3,0.5,0.00,0.06,-0.00100
2013-04-23,2.80,0.5,-0.01,0.0,0.1,0.0,-0.5,0.0,0.02,1.0,0.0,-0.5,1.1,1.6,1.0,0.00,0.06,0.00050
2013-04-24,2.80,2.1,0.00,0.1,0.0,-0.1,0.3,-0.1,-0.01,-0.3,0.1,0.5,0.0,0.5,0.0,0.03,-0.03,0.00000
2013-04-25,2.81,2.4,0.01,-0.7,0.0,-0.6,-1.4,1.2,0.01,0.2,-0.4,1.5,0.6,0.7,0.4,0.05,-0.01,0.00000
2013-04-26,2.81,-0.7,#N/A,-0.2,-1.6,0.0,0.5,0.3,-0.04,0.1,-0.1,1.1,-0.3,-0.5,-0.2,-0.01,-0.03,0.00000
2013-04-29,2.82,1.6,#N/A,-0.3,0.3,-0.6,-0.4,0.1,0.00,0.7,-0.3,0.7,0.8,0.8,0.7,-0.01,-0.01,-0.00150
2013-04-30,2.83,-0.9,-0.01,-0.7,-0.6,-0.2,0.1,0.3,0.00,0.1,-0.3,0.0,0.7,0.5,0.2,-0.04,-0.02,-0.00100
2013-05-01,2.82,-2.7,-0.02,0.1,-0.2,-0.1,0.8,0.3,-0.04,-0.9,0.1,-0.2,-0.9,-2.5,-0.9,-0.08,0.00,0.00000
2013-05-02,2.81,3.3,0.02,0.0,0.7,0.1,-0.6,-0.4,0.00,0.9,0.2,-0.9,1.3,1.7,0.9,0.01,-0.05,0.00000
2013-05-03,2.82,1.7,0.01,-0.1,1.2,-0.4,-0.5,0.3,0.12,1.0,-0.1,1.4,1.1,1.5,1.1,0.04,0.02,0.00200
2013-05-06,2.83,0.6,-0.03,0.0,0.3,-0.2,0.2,-0.2,0.02,0.0,0.1,#N/A,0.4,0.6,0.2,0.02,-0.02,#N/A
2013-05-07,2.82,-0.5,-0.01,-0.2,-0.4,-0.4,-0.3,-0.5,0.02,0.6,-0.1,#N/A,0.1,0.8,0.5,0.00,0.02,#N/A
2013-05-08,2.80,1.0,0.01,-0.3,-0.1,-0.4,-0.4,0.6,-0.01,0.3,-0.4,-0.6,0.5,0.3,0.4,-0.02,-0.04,0.00000
2013-05-09,2.82,-0.2,0.01,0.0,0.4,0.5,-0.5,-0.4,0.00,-0.1,0.1,1.1,-0.1,-0.4,-0.4,-0.01,0.05,0.00000
2013-05-10,2.82,-0.3,0.01,1.0,2.5,1.4,1.3,-1.1,0.09,0.2,1.0,-1.4,0.8,0.9,0.4,0.03,0.05,0.00000
2013-05-13,2.81,-1.1,-0.02,-0.1,0.1,0.6,0.1,-0.3,0.02,-0.2,0.0,-1.3,0.1,-0.1,0.0,-0.03,-0.01,0.00000
2013-05-14,2.81,-0.8,0.00,0.4,0.3,-0.3,0.1,-0.2,0.04,0.8,0.1,0.5,0.7,1.2,1.0,0.01,-0.01,-0.00100
2013-05-15,2.82,0.0,0.00,0.2,0.3,0.5,0.7,-0.4,-0.02,0.4,0.4,-1.7,0.3,0.3,0.5,-0.02,-0.04,0.00000
2013-05-16,2.81,1.0,0.00,-0.1,-0.2,0.3,0.1,0.7,-0.07,-0.3,-0.1,-2.5,-0.2,-0.3,-0.5,-0.04,-0.02,0.00000
2013-05-17,2.81,0.9,0.02,1.0,0.7,0.0,0.6,-0.8,0.08,0.8,0.5,0.0,1.0,1.1,1.0,0.01,-0.03,-0.00050
2013-05-20,2.80,0.6,-0.02,0.0,-0.4,0.1,0.2,0.3,0.02,-0.1,-0.1,-1.7,-0.1,0.2,-0.1,0.02,0.02,-0.00050
2013-05-21,2.81,-0.8,0.00,0.0,-0.2,-0.7,-0.1,-0.3,-0.03,0.3,-0.1,1.8,0.2,0.1,0.2,-0.01,0.01,0.00100
2013-05-22,2.78,-1.6,0.00,0.5,1.1,0.3,0.0,-0.9,0.09,-0.5,0.3,0.5,-1.1,-1.7,-0.8,-0.02,0.00,-0.00035
2013-05-23,2.77,0.1,0.01,-0.2,-1.8,1.3,1.2,0.5,-0.01,-0.1,-0.1,0.1,-0.1,0.2,-0.3,-0.04,0.02,-0.00100
2013-05-24,2.75,-0.3,-0.01,0.1,-0.7,-0.2,0.6,0.0,-0.01,0.1,0.1,-0.1,0.0,0.0,-0.1,0.00,0.02,0.00000
2013-05-27,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-05-28,2.73,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2013-05-29,2.75,-1.6,0.00,0.0,-1.1,0.4,0.8,0.4,-0.02,-0.7,0.0,0.4,-0.6,-1.0,-0.7,-0.05,-0.07,0.00300
2013-05-30,2.77,0.5,-0.01,-0.6,0.1,-0.4,1.1,0.6,0.00,0.1,-0.1,1.6,0.7,0.8,0.4,-0.08,-0.02,-0.00110
2013-05-31,2.79,-1.8,0.01,0.3,-0.2,0.1,0.0,-0.1,0.03,-1.4,0.2,0.3,-1.0,-1.0,-1.4,0.04,0.02,0.00060
2013-06-03,2.82,1.6,0.00,-0.5,-1.6,-0.2,0.1,1.1,-0.03,0.9,-0.4,-1.0,0.3,0.6,0.6,0.02,-0.04,-0.00200
2013-06-04,2.86,-0.1,-0.02,0.6,1.0,-0.4,-0.5,-0.3,0.01,-0.5,0.1,0.6,-0.6,-0.9,-0.6,0.03,-0.05,0.00070
2013-06-05,2.89,0.3,0.01,0.0,-1.0,-0.3,0.8,0.6,-0.04,-1.4,0.0,-0.6,-1.3,-1.4,-1.4,-0.04,-0.02,0.00050
2013-06-06,2.88,1.1,0.00,-1.0,-1.4,0.0,0.5,1.4,-0.02,0.5,-0.4,0.2,0.7,1.2,0.8,-0.01,-0.05,-0.00020
2013-06-07,2.89,1.5,0.01,-0.3,-0.6,-0.2,-1.3,-0.3,0.09,1.4,-0.2,0.8,1.3,0.8,1.3,0.02,0.00,0.00090
2013-06-10,2.89,-0.3,0.00,-0.2,1.7,0.9,0.9,0.0,0.05,-0.1,0.4,-2.4,0.1,0.5,0.0,-0.04,-0.02,-0.00100
2013-06-11,2.91,-0.3,-0.01,0.1,-2.1,0.5,0.1,0.2,-0.02,-0.8,-0.2,-0.5,-1.1,-1.1,-1.0,-0.02,-0.06,-0.00190
2013-06-12,2.91,0.5,0.00,0.1,-1.5,-0.5,-0.2,0.7,0.05,-0.8,-0.3,0.6,-1.1,-0.9,-0.8,-0.02,-0.04,0.00100
2013-06-13,2.92,0.7,0.02,-0.3,-1.1,0.1,-0.5,0.0,-0.06,1.2,-0.1,0.7,1.3,1.8,1.5,-0.01,0.01,0.00000
2013-06-14,2.93,1.2,-0.02,0.0,0.1,-0.2,-0.6,-0.1,-0.05,-0.7,-0.2,-0.5,-0.6,-0.8,-0.6,0.02,0.00,-0.00050
2013-06-17,2.93,0.0,0.02,0.0,0.6,0.0,0.6,0.1,0.05,0.7,0.1,0.5,0.8,0.7,0.8,-0.02,0.00,0.00050
2013-06-18,2.92,0.6,-0.02,0.3,0.3,0.6,0.8,-0.5,0.01,0.9,0.2,-0.5,0.9,1.2,0.8,0.04,0.00,-0.00100
2013-06-19,2.87,-0.2,0.00,-0.2,0.0,-0.4,-0.1,0.2,0.13,-1.3,-0.1,-0.9,-1.1,-1.3,-1.4,-0.01,-0.03,-0.00050
2013-06-20,2.93,-3.4,0.02,1.9,3.1,1.4,4.1,-1.2,0.08,-2.3,1.7,-4.6,-2.3,-2.6,-2.5,-0.09,-0.09,0.00080
2013-06-21,2.87,-1.1,0.01,0.8,-0.7,0.9,0.1,-0.6,0.11,0.3,0.3,-1.0,-0.2,0.3,0.3,-0.08,0.04,0.00020
2013-06-24,2.86,1.3,#N/A,0.6,0.2,0.5,-0.2,0.2,0.05,-0.9,0.2,-0.5,-1.1,-1.3,-1.2,-0.04,0.04,0.00400
2013-06-25,2.88,0.2,#N/A,-0.2,0.2,-0.7,-1.0,0.1,0.03,0.7,-0.3,0.1,0.8,1.1,0.9,0.03,0.03,-0.00065
2013-06-26,2.89,0.2,-0.02,-0.4,-0.4,0.2,-0.3,-0.6,-0.05,1.0,0.1,-4.4,0.8,0.3,1.0,0.02,-0.04,-0.00050
2013-06-27,2.92,1.6,0.01,0.1,1.0,-0.6,-1.4,-0.6,-0.06,0.8,-0.2,0.2,0.8,1.7,0.6,0.06,0.02,-0.00160
2013-06-28,2.83,-0.7,0.01,0.3,0.8,-0.5,-0.3,-0.2,0.03,-0.8,0.0,-2.3,0.0,-0.3,-0.4,0.03,-0.03,-0.00090
2013-07-01,2.83,1.6,-0.01,-0.1,0.4,-0.5,-0.7,0.2,-0.02,0.4,-0.2,3.3,0.9,1.3,0.5,0.04,0.02,0.00000
2013-07-02,2.81,1.7,0.01,0.3,0.8,-0.1,0.6,-0.5,-0.02,-0.3,0.3,1.4,0.0,0.0,-0.1,0.02,0.02,-0.00020
2013-07-03,2.80,2.3,-0.01,-0.1,-0.6,0.6,0.4,0.6,0.04,0.4,0.1,-1.2,0.3,0.2,0.1,0.01,-0.01,0.00100
2013-07-04,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.3,#N/A,#N/A,#N/A,#N/A,#N/A,-0.00300
2013-07-05,2.77,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-1.3,#N/A,#N/A,#N/A,#N/A,#N/A,-0.00100
2013-07-08,2.79,-0.1,#N/A,0.1,0.1,0.6,-0.7,0.1,-0.08,0.6,-0.1,-0.6,0.2,0.4,0.5,0.00,0.00,-0.00130
2013-07-09,2.78,0.4,-0.01,-0.5,0.0,-0.6,-0.6,-0.6,0.00,0.5,-0.1,2.2,0.6,0.9,0.7,-0.01,-0.01,0.00050
2013-07-10,2.75,2.9,-0.01,-0.2,-1.0,-0.6,0.6,0.7,0.05,-0.1,-0.2,0.0,0.5,0.2,0.0,0.01,-0.01,0.00000
2013-07-11,2.77,-1.5,0.01,-1.2,-1.3,-0.9,-0.8,1.3,-0.10,1.1,-0.8,2.3,1.6,1.2,1.4,-0.05,0.01,-0.00100
2013-07-12,2.77,1.0,0.00,0.0,0.6,0.0,-0.1,-0.1,0.01,0.0,0.1,-0.4,0.6,0.3,0.3,0.02,0.02,-0.00050
2013-07-15,2.76,0.3,0.01,0.2,0.7,-0.2,-0.7,-0.1,-0.04,0.1,0.0,0.5,0.2,0.7,0.1,0.02,0.06,0.00000
2013-07-16,2.74,-0.3,0.00,-0.2,-0.7,-0.6,-0.9,0.2,-0.02,-0.2,-0.4,0.4,-0.2,-0.4,-0.4,0.03,0.05,-0.00140
2013-07-17,2.74,0.5,0.00,0.3,0.3,0.2,-0.8,0.4,-0.03,0.1,0.0,-0.1,0.3,0.4,0.3,0.01,-0.01,0.00000
2013-07-18,2.75,1.5,-0.01,-0.3,0.9,0.6,0.1,0.1,0.04,0.5,0.2,-0.4,0.0,0.7,0.5,-0.01,0.09,0.00000
2013-07-19,2.74,0.1,-0.01,-0.3,-0.3,-0.3,0.1,0.4,-0.06,0.0,-0.2,0.5,-0.7,0.0,0.2,0.02,0.04,-0.00150
2013-07-22,2.71,-1.3,0.01,-0.3,-0.7,-0.2,-0.4,0.7,0.00,0.0,-0.2,2.2,0.4,0.3,0.2,0.00,0.02,0.00000
2013-07-23,2.70,0.5,0.00,-0.3,0.2,-0.2,0.1,-0.1,0.03,0.1,-0.1,1.0,-0.6,-0.1,-0.2,-0.01,-0.03,0.00120
2013-07-24,2.67,-1.6,0.00,-0.1,0.5,-0.1,1.0,0.1,0.08,-0.2,0.2,1.0,0.0,-0.8,-0.4,-0.03,-0.03,-0.00160
2013-07-25,2.69,0.1,-0.02,-0.1,-0.6,0.1,0.1,-0.2,0.00,0.1,0.0,-2.1,0.7,1.0,0.3,-0.04,0.04,-0.00050
2013-07-26,2.67,-0.7,0.01,0.1,-1.3,-0.3,0.5,0.2,-0.03,0.0,-0.1,1.2,0.2,-0.5,0.1,0.00,-0.04,0.00120
2013-07-29,2.69,-0.1,0.00,-0.3,-0.4,0.0,0.2,-0.1,0.03,-0.2,0.0,0.2,-0.4,-0.7,-0.4,-0.02,0.04,0.00100
2013-07-30,2.68,-1.4,-0.01,0.3,0.2,0.3,0.2,-0.7,0.02,0.0,0.2,-0.6,0.5,0.3,0.0,0.01,0.01,-0.00100
2013-07-31,2.68,1.9,-0.01,0.0,0.3,0.6,0.8,-0.4,-0.03,-0.1,0.2,0.7,0.3,0.2,0.0,0.05,0.05,0.00060
2013-08-01,2.66,2.7,0.00,0.5,1.0,0.0,-0.3,-0.2,0.14,0.8,0.2,-0.6,1.4,1.4,1.3,0.07,0.01,0.00000
2013-08-02,2.68,-0.9,0.01,0.4,-0.3,0.1,-1.1,0.9,-0.11,0.2,-0.2,-2.9,0.4,0.0,0.2,-0.03,-0.07,0.00100
2013-08-05,2.70,-0.3,0.01,0.1,-0.5,-0.9,0.0,0.5,0.04,-0.3,-0.1,2.0,0.1,0.3,-0.1,0.01,0.07,-0.00120
2013-08-06,2.69,-1.2,-0.01,-0.2,-0.7,0.0,-0.3,0.1,0.00,-0.6,-0.2,-1.4,-0.7,-1.0,-0.6,0.02,0.04,0.00100
2013-08-07,2.72,-0.9,0.00,0.4,-1.2,0.3,0.4,1.0,-0.06,-0.3,0.0,-1.3,-0.3,-0.7,-0.4,-0.01,-0.03,0.00000
2013-08-08,2.73,-0.9,0.00,-0.7,-0.7,-0.4,-0.6,0.3,-0.03,0.2,-0.4,1.0,0.4,0.5,0.4,-0.03,-0.01,-0.00170
2013-08-09,2.74,2.5,0.01,-0.4,0.2,-0.1,-0.1,-0.3,-0.01,-0.5,0.0,1.4,-0.2,-0.1,-0.4,0.01,-0.01,0.00000
2013-08-12,2.72,0.1,0.00,0.0,0.2,0.3,-0.3,-0.2,0.04,0.0,0.1,1.6,0.3,0.5,-0.1,0.00,0.00,0.00000
2013-08-13,2.72,0.6,#N/A,0.5,1.7,0.4,1.5,-0.2,0.10,0.2,0.6,0.6,0.4,-0.2,0.3,0.01,-0.03,-0.00050
2013-08-14,2.72,0.1,#N/A,-0.3,0.1,0.0,-0.2,0.5,0.00,-0.7,-0.1,-0.8,-0.4,-0.4,-0.5,-0.06,0.02,-0.00100
2013-08-15,2.70,0.5,#N/A,0.2,-0.3,0.0,0.9,0.3,0.06,-1.5,0.1,1.2,-1.7,-1.9,-1.4,-0.03,-0.05,0.00000
2013-08-16,2.70,0.1,#N/A,0.0,-0.2,-0.4,0.3,0.3,0.07,-0.2,-0.1,1.6,-0.1,-0.3,-0.3,-0.04,0.02,0.00090
2013-08-19,2.70,-0.4,#N/A,-0.1,0.3,0.4,0.9,0.3,0.04,-0.5,0.3,1.1,-0.4,-1.1,-0.6,-0.03,-0.03,-0.00100
2013-08-20,2.72,-2.1,0.00,0.4,-0.8,0.2,-0.1,0.1,-0.06,-0.1,-0.1,-0.7,0.7,1.5,0.4,0.02,0.02,-0.00100
2013-08-21,2.71,-0.9,0.00,0.7,0.6,-0.3,1.5,0.0,0.05,-0.7,0.5,-0.4,-0.4,-0.7,-0.6,-0.01,-0.01,0.00000
2013-08-22,2.68,1.0,0.00,0.7,0.9,0.4,-0.1,-0.6,0.03,0.4,0.2,0.8,1.1,1.4,0.9,0.00,-0.06,0.00000
2013-08-23,2.67,1.5,-0.01,0.0,0.0,-0.7,-1.2,0.0,-0.08,0.3,-0.3,0.3,0.5,0.2,0.4,0.05,-0.01,0.00000
2013-08-26,2.67,-0.6,0.01,0.0,0.1,-0.1,1.1,-0.1,-0.03,-0.4,0.2,#N/A,0.0,0.0,-0.4,0.00,0.04,#N/A
2013-08-27,2.66,3.1,-0.01,-0.1,-1.4,0.4,1.3,-0.3,-0.07,-1.1,0.2,#N/A,-2.2,-2.4,-1.6,0.04,-0.04,#N/A
2013-08-28,2.65,1.0,-0.01,-0.1,0.4,-0.2,-0.6,-0.1,0.06,0.3,0.0,1.0,0.4,0.3,0.3,-0.01,0.01,0.00110
2013-08-29,2.62,-1.5,0.00,0.3,0.8,-0.2,0.4,-0.2,-0.03,0.1,0.2,-1.4,0.8,1.0,0.2,-0.05,-0.05,0.00070
2013-08-30,2.56,-0.5,0.01,0.3,-0.2,-0.2,0.4,-0.1,0.03,-0.2,0.1,-1.0,-0.8,-1.6,-0.3,-0.02,0.02,-0.00170
2013-09-02,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,-0.1,#N/A,#N/A,#N/A,#N/A,#N/A,0.00000
2013-09-03,2.58,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0,#N/A,#N/A,#N/A,#N/A,#N/A,0.00000
2013-09-04,2.55,-1.3,0.01,-0.5,0.2,-0.4,-1.0,0.6,0.04,0.7,-0.4,0.9,1.0,0.9,0.8,-0.02,-0.04,-0.00050
2013-09-05,2.55,1.1,-0.01,0.2,0.5,0.3,0.8,-0.3,0.08,0.0,0.3,-0.9,0.3,0.3,0.1,-0.03,0.01,-0.00090
2013-09-06,2.59,2.0,0.01,-1.0,-1.0,-0.4,-1.7,0.3,-0.04,-0.1,-0.6,-1.7,0.0,0.1,0.0,0.00,0.02,-0.00170
2013-09-09,2.60,-0.9,-0.02,-0.2,0.5,-0.5,-0.2,0.6,-0.04,0.9,-0.2,1.3,1.3,1.6,1.0,-0.02,0.00,-0.00050
2013-09-10,2.61,-2.0,0.01,-0.1,0.7,-0.1,-0.1,0.0,0.06,0.8,-0.1,-0.9,0.6,0.9,0.7,0.05,0.03,0.00000
2013-09-11,2.61,0.2,0.01,-0.2,-0.1,0.0,-0.4,0.5,-0.03,0.9,-0.2,-0.6,-0.1,0.0,0.3,0.02,0.04,-0.00150
2013-09-12,2.61,1.0,0.00,-0.2,-0.8,-0.3,0.1,0.1,-0.01,-0.2,-0.1,-1.8,-0.2,-0.6,-0.3,-0.01,-0.03,0.00000
2013-09-13,2.64,-0.4,-0.01,0.2,0.1,0.3,-0.4,0.3,-0.02,0.5,0.1,-2.4,0.2,0.5,0.3,0.00,-0.02,-0.00050
2013-09-16,2.68,-1.6,0.02,-0.2,-0.4,-0.4,-0.9,0.4,-0.02,0.8,-0.4,0.5,-0.1,0.2,0.6,0.01,0.03,-0.00205
2013-09-17,2.67,-1.1,-0.02,-0.3,0.2,0.1,-0.1,-0.2,-0.02,0.2,-0.1,0.2,0.7,1.0,0.4,0.03,0.05,0.00010
2013-09-18,2.75,2.7,-0.01,0.2,-0.1,-0.1,0.4,0.4,-0.17,0.9,0.0,-1.3,1.0,1.0,1.2,0.05,0.03,0.00050
2013-09-19,2.72,-1.8,0.02,-0.7,0.3,-1.0,-1.8,0.5,0.07,-0.3,-0.9,4.9,0.2,-0.2,-0.2,-0.01,0.03,-0.00225
2013-09-20,2.68,-1.5,-0.02,0.5,0.1,0.5,0.3,-0.1,-0.01,-1.2,0.2,-0.6,-0.4,-0.2,-0.7,0.02,0.02,-0.00060
2013-09-23,2.70,-1.0,0.01,0.0,-0.6,-0.2,0.2,0.3,-0.03,-0.3,0.0,-2.5,-0.3,-0.1,-0.5,-0.01,0.07,0.00100
2013-09-24,2.68,-0.4,-0.01,0.0,0.0,0.0,0.5,-0.4,-0.05,-0.4,0.2,-0.4,0.1,0.2,-0.3,-0.07,-0.07,-0.00040
2013-09-25,2.70,-0.5,0.01,0.0,-0.1,0.2,0.6,0.5,-0.04,-0.4,0.0,0.3,-0.2,-0.1,-0.3,0.02,-0.04,-0.00260
2013-09-26,2.72,0.4,0.01,0.3,0.3,-0.1,0.9,-0.4,0.03,0.4,0.2,0.9,0.7,0.5,0.3,-0.02,0.04,0.00050
2013-09-27,2.73,-0.2,#N/A,-0.2,-0.7,-0.1,0.8,0.8,-0.02,-0.5,0.0,-0.8,-0.2,-0.4,-0.4,-0.01,-0.01,0.00025
2013-09-30,2.75,-0.5,#N/A,-0.2,0.0,-0.1,0.1,0.3,0.00,-0.8,0.0,1.1,-0.3,0.0,-0.6,-0.02,0.04,0.00050
2013-10-01,2.76,-0.3,-0.02,0.5,-0.2,0.0,0.2,0.2,0.02,0.4,0.0,-0.3,1.2,1.3,0.8,0.03,-0.01,-0.00300
2013-10-02,2.77,2.0,0.00,0.0,-0.7,0.1,-0.2,0.1,-0.03,-0.4,-0.2,-2.9,-0.1,-0.4,-0.1,0.03,-0.03,-0.00150
2013-10-03,2.78,-0.8,0.02,-0.1,-0.3,0.0,0.7,-0.3,-0.01,-0.9,0.0,1.2,-1.1,-1.1,-0.9,-0.03,0.01,-0.00150
2013-10-04,2.76,0.5,-0.01,-0.2,0.1,-0.4,-1.2,-0.6,0.04,0.5,-0.1,0.5,0.9,0.7,0.7,0.02,0.00,0.00000
2013-10-07,2.74,-0.7,0.01,0.0,-0.2,0.1,0.0,0.1,-0.01,-0.9,0.0,-0.4,-1.0,-1.2,-0.9,0.00,0.00,0.00050
2013-10-08,2.71,0.5,0.01,0.2,-0.1,0.3,0.5,0.0,0.01,-1.1,0.1,0.8,-2.0,-1.7,-1.2,-0.03,-0.01,0.00025
2013-10-09,2.71,-1.8,0.03,0.6,0.3,0.1,0.4,-0.9,0.02,0.2,0.3,-0.9,-0.5,-0.4,0.1,0.02,0.04,0.00200
2013-10-10,2.68,1.4,0.00,-0.1,0.9,-0.4,-1.0,0.2,0.03,2.2,-0.2,-0.9,2.3,2.5,2.2,0.03,-0.03,-0.00250
2013-10-11,2.68,-0.9,0.02,0.0,0.3,0.0,-0.2,-0.2,-0.01,0.7,0.0,-0.9,0.8,1.4,0.6,-0.02,0.00,0.00050
